"","surveyor_id","general_detail.genral_detail0.district","general_detail.genral_detail0.vdc","general_detail.genral_detail0.ward","general_detail.genral_detail0.location","general_detail.school.school_name","general_detail.school.image_school_name","general_detail.emis.school_code","general_detail.emis.school_emis","general_detail.verification.save_name","general_detail.verification.verified.yes","general_detail.school_type","general_detail.school_level.kindergarten","general_detail.school_level.primary","general_detail.school_level.lower_secondary","general_detail.school_level.secondary","general_detail.school_level.higher_secondary","general_detail.school_level.higher_education","general_detail.school_level.other","general_detail.school_level_other","general_detail.general_detail_1.number_pupils_staff","general_detail.general_detail_1.number_pupils_staff_estimate","general_detail.surveyed_date","general_detail.senior_surveyor","general_detail.surveyor","general_detail.gps_coordinates","general_detail._gps_coordinates_latitude","general_detail._gps_coordinates_longitude","general_detail._gps_coordinates_altitude","general_detail._gps_coordinates_precision","general_detail.weather_condition","general_detail.weather_condition_other","general_detail.school_contacts","general_detail.contacts_count","general_detail.contacts.1..contact_phone","general_detail.contacts.1..contact_photo","general_detail.contacts.1..contact_name","general_detail.contacts.1..years","general_detail.contacts.1..contact_position","general_detail.contacts.2..contact_phone","general_detail.contacts.2..contact_position","general_detail.contacts.2..contact_email","general_detail.contacts.2..contact_name","general_detail.contacts.2..years","general_detail.contacts.2..contact_photo","general_detail.contacts.1..contact_email","general_detail.contacts.2..contact_position_other","general_detail.contacts.1..contact_position_other","general_detail.contacts.3..contact_phone","general_detail.contacts.3..contact_photo","general_detail.contacts.3..contact_name","general_detail.contacts.3..years","general_detail.contacts.3..contact_position","general_detail.contacts.3..contact_email","general_detail.contacts.3..contact_position_other","exposure.exposure_1.travel_time_to_building_material.on_foot_building_material","exposure.exposure_1.travel_time_to_building_material.motorbike_building_material","exposure.exposure_1.travel_time_to_building_material.car_building_material","exposure.exposure_1.travel_time_to_building_material.truck_building_material","exposure.exposure_1.travel_time_to_building_material.other_1","exposure.exposure_1.travel_time_to_building_material.other_building_material","exposure.exposure_1.travel_time_to_building_material.comment_travel_time_to_major_town","exposure.exposure_2.travel_time_to_major_town.on_foot_travel_time_to_major_town","exposure.exposure_2.travel_time_to_major_town.motorbike_travel_time_to_major_town","exposure.exposure_2.travel_time_to_major_town.car_travel_time_to_major_town","exposure.exposure_2.travel_time_to_major_town.truck_travel_time_to_major_town","exposure.exposure_2.travel_time_to_major_town.other_2","exposure.exposure_2.travel_time_to_major_town.other_travel_time_to_major_tim","exposure.exposure_2.travel_time_to_major_town.comment_travel_time_to_major_town","exposure.exposure_3.distance_river","exposure.exposure_3.comment_distance_river","flooding.exposure_4.risk_of_flooding","flooding.exposure_4.comment_risk_of_flooding","flooding.exposure_4.image_risk_of_flooding","flooding.flooding_risk.last_flood_event","flooding.flooding_risk.exposure_5.flood_height","flooding.flooding_risk.exposure_5.comment_flood_height","flooding.flooding_risk.exposure_5.image_flood_height","flooding.flooding_risk.exposure_6.flood_mitigation_measures.flood_barriers","flooding.flooding_risk.exposure_6.flood_mitigation_measures.water_exclusion","flooding.flooding_risk.exposure_6.flood_mitigation_measures.flood_storage","flooding.flooding_risk.exposure_6.flood_mitigation_measures.flood_control_structure","flooding.flooding_risk.exposure_6.flood_mitigation_measures.water_diversion","flooding.flooding_risk.exposure_6.flood_mitigation_measures.none","flooding.flooding_risk.exposure_6.comment_flood_mitigation_measures","flooding.flooding_risk.exposure_6.image_flood_mitigation_measures","flooding.exposure_7.man_made_drainage","flooding.exposure_7.comment_man_made_drainage","flooding.exposure_7.image_man_made_drainage","flooding.exposure_8.drainage_system_culverts_overflowed","flooding.exposure_8.comment_drainage_system_culverts_overflowed","flooding.exposure_8.image_drainage_system_culverts_overflowed","landslide.exposure_9.landslide_risk.slope_stabilisation","landslide.exposure_9.landslide_risk.retention_wall","landslide.exposure_9.landslide_risk.rock_fall","landslide.exposure_9.landslide_risk.avalanche","landslide.exposure_9.landslide_risk.heavy_erosion","landslide.exposure_9.landslide_risk.none","landslide.exposure_9.image_landslide_risk","landslide.exposure_10.landslide_history","landslide.exposure_10.comment_landslide_history","topography.general_terrain","topography.general_terrain_other","topography.exposure_11.general_topography.flat","topography.exposure_11.general_topography.terraced","topography.exposure_11.general_topography.sloping_site","topography.exposure_11.general_topography.school_near_base_of_slope","topography.exposure_11.general_topography.top_of_hill","topography.exposure_11.comment_general_topography","topography.exposure_11.image_general_topography","surroundings.approx_distance_to_road","surroundings.exposure_12.road_condition","surroundings.exposure_12.comment_road_condition","surroundings.exposure_12.image_road_condition","surroundings.exposure_13.linear_feature","surroundings.exposure_13.image_linear_feature","physical_planning.number_of_buildings","physical_planning.physical_planning_1.number_of_tlc","physical_planning.physical_planning_1.image_number_of_tlc","physical_planning.physical_planning_2.funded.unicef","physical_planning.physical_planning_2.funded.ingo","physical_planning.physical_planning_2.funded.ngo","physical_planning.physical_planning_2.funded.community","physical_planning.physical_planning_2.funded.int_donor","physical_planning.physical_planning_2.funded.local_donor","physical_planning.physical_planning_2.funded.dk","physical_planning.physical_planning_2.funded_1.ingo","physical_planning.physical_planning_2.funded_1.ngo","physical_planning.physical_planning_2.funded_1.int_donor","physical_planning.physical_planning_2.funded_1.local_donor","physical_planning.owns_land","physical_planning.owns_land_other","physical_planning.physical_planning_3.safe_location","physical_planning.physical_planning_3.comment_safe_location","physical_planning.physical_planning_3.image_safe_location","physical_planning.physical_planning_4.location_for_tlc","physical_planning.physical_planning_4.comment_safe_location","physical_planning.physical_planning_4.image_safe_location","physical_planning.physical_planning_5.toilet_functioning","physical_planning.physical_planning_5.comment_toilet_functioning","physical_planning.physical_planning_5.image_toilet_functioning","physical_planning.toilet_damaged","physical_planning.physical_planning_6.wash_facilities","physical_planning.physical_planning_6.comment_wash_facilities","physical_planning.physical_planning_6.image_wash_facilities","physical_planning.water_tanks","physical_planning.physical_planning_7.electricity_supply","physical_planning.physical_planning_7.comment_electricity_supply","physical_planning.physical_planning_7.image_electricity_supply","physical_planning.physical_planning_8.backup_generator.generator","physical_planning.physical_planning_8.backup_generator.solar","physical_planning.physical_planning_8.backup_generator.none","physical_planning.physical_planning_8.comment_backup_generator","physical_planning.physical_planning_8.image_backup_generator","physical_planning.physical_planning_9.exit_point","physical_planning.physical_planning_9.comment_exit_point","physical_planning.physical_planning_9.image_exit_point","physical_planning.site_plan","physical_planning.physical_planning_10.proximity_to_unsafe.perimeter_walls","physical_planning.physical_planning_10.proximity_to_unsafe.water_towers","physical_planning.physical_planning_10.proximity_to_unsafe.large_tree","physical_planning.physical_planning_10.proximity_to_unsafe.utility_plant","physical_planning.physical_planning_10.proximity_to_unsafe.chemical_factories","physical_planning.physical_planning_10.proximity_to_unsafe.vulnerable_buildings","physical_planning.physical_planning_10.proximity_to_unsafe.forest","physical_planning.physical_planning_10.proximity_to_unsafe.none","physical_planning.physical_planning_10.proximity_to_unsafe.other","physical_planning.physical_planning_10.proximity_to_unsafe_other","physical_planning.physical_planning_10.comment_proximity_to_unsafe","physical_planning.physical_planning_10.image_proximity_to_unsafe","meta.instanceID","X_uuid","X_submission_time","X_tags","X_notes","X_version","X_duration","X_submitted_by"
"80","DK12",25,25027,13,"Ekantakuna","Mahendra vrikuti ma vi","1443408761470.jpg","0032","EMIS250270032","SCHOOL EMIS250270032","True","public","False","False","False","True","False","False","False",NA,447,NA,"2015-09-28","Kamal poudel","Aashish vhai","27.66773456 85.30907926 1273.0 5.0",27.66773456,85.30907926,1273,5,"sunny_fair",NA,1,1,"9851096478","1443409001607.jpg","Rohit ram regmi",26,"principal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,2000,"Nakhu khola","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"False","False","False","False","False","True",NA,NA,NA,"valley_floor",NA,"False","True","False","False","False",NA,NA,"less_than_1m","surfaced_road_good",NA,"1443409214631.jpg","no",NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","Nepal red cross","no","Limited space for safe","1443409376164.jpg","no",NA,NA,4,"Boys1,girls 2,staff1",NA,0,"running_water",NA,NA,"yes","yes",NA,NA,"False","False","True","No any alternative",NA,"_2",NA,NA,"1443409571818.jpg","True","False","False","False","False","True","False","False","False",NA,NA,NA,"uuid:d407cef1-afe1-45ab-af48-cf961f4de16b","d407cef1-afe1-45ab-af48-cf961f4de16b","2015-10-04T16:55:21",NA,NA,"201509251214",NA,"None"
"229","Dk12",25,25007,1,"Karyavinayak","Adarsha soul yuwak Uchha Ma V","1444372001926.jpg","0008","EMIS250070008","SCHOOL EMIS250070008","True","public","True","True","True","True","True","False","False",NA,1600,"Betn_1000_2000","2015-10-09","Sunil","Raj kumar","27.63293705 85.3038546 1318.5 5.0",27.63293705,85.3038546,1318.5,5,"sunny_fair",NA,2,2,"9841490490","1444372368859.jpg","Daya ram maharjan",29,"school_management","9841444893","principal",NA,"Saroj bhakta acharya",17,NA,"Dsa_drm@yahoo.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,500,"Two river are there .one bagmati another nakkhu","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"1444372682173.jpg","yes","Sometimes it makes problem",NA,"False","False","False","False","False","True",NA,NA,NA,"foothills",NA,"False","False","True","False","False","This is old pic of the school","1444372874060.jpg","less_than_1m","surfaced_road_good",NA,"1444372930951.jpg","no",NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"community",NA,"yes",NA,"1444373187703.jpg","no",NA,NA,14,NA,NA,0,"none","Rain water harvesting",NA,"no","yes",NA,NA,"False","False","True",NA,NA,"_1",NA,NA,"1444382194202.jpg","False","False","False","False","False","False","False","True","False",NA,NA,NA,"uuid:f7f3c531-769f-47ee-8e1b-62a2ec0b0e0a","f7f3c531-769f-47ee-8e1b-62a2ec0b0e0a","2015-10-10T01:35:50",NA,NA,"2015-10-06T10:15:13+05:45",NA,"None"
"230","Dk12",25,25007,1,"Karyabinayak","Adarsha soul yuwak Uchha Ma V","1444387228355.jpg","0008","EMIS250070008","SCHOOL EMIS250070008","True","public","False","False","True","True","True","False","False",NA,1600,"Betn_1000_2000","2015-10-09","Sunil","Raj kumar","27.6359494 85.3055079 1331.4000244140625 5.0",27.6359494,85.3055079,1331.40002441406,5,"sunny_fair",NA,2,2,"9841444893","1444385709923.jpg","Saroj bhakta acharya",16,"principal","9841350770","school_management",NA,"Krishna gopal bhandari",33,"1444385762158.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,1000,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"1444387271085.jpg","no",NA,NA,"False","True","False","False","False","False","1444387429575.jpg",2072,"Normal landslide","foothills",NA,"False","False","False","False","True","School area is flat but beyond the boundary there is sloping area",NA,"less_than_10m","surfaced_road_good",NA,"1444387295950.jpg","no",NA,4,5,"1444385995069.jpg","True","False","False","False","False","False","False",NA,NA,NA,NA,"school",NA,"yes",NA,"1444386018154.jpg","no",NA,NA,18,"18 toilets there and urine area also provide.",NA,0,"running_water",NA,"1444387380707.jpg","yes","yes",NA,NA,"True","False","False",NA,NA,"_1",NA,NA,"1444387516469.jpg","False","False","False","False","False","False","False","True","False",NA,NA,NA,"uuid:675b83c6-1308-4269-8e89-4445285c24e3","675b83c6-1308-4269-8e89-4445285c24e3","2015-10-10T01:42:14",NA,NA,"2015-10-06T10:15:13+05:45",NA,"None"
"476","Dk12",25,25037,1,"Mangalchaur","Siddhimangal Higher secondary School","1444821275949.jpg","0011","EMIS250370011","SCHOOL EMIS250370011","True","public","True","True","True","True","True","False","False",NA,357,"betn_100_499","2015-10-14","Nabin","Manju , bishnu","27.6492184 85.35377699 1313.699951171875 4.0",27.6492184,85.35377699,1313.69995117188,4,"overcast",NA,1,1,"984135367","1444805640090.jpg","Indira dhungana",4,"principal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,"From siddhipur",NA,NA,NA,0.25,NA,NA,NA,1000,"Well is in functioning and used for toilet purpose","yes","Heavy rains","1444821339411.jpg","Every year during heavy rainfall",0.15,NA,NA,"False","False","False","False","False","True",NA,NA,"yes",NA,"1444821374550.jpg","yes",NA,NA,"False","False","False","False","False","True",NA,NA,NA,"valley_floor",NA,"True","False","False","False","False",NA,NA,"betn_10_100m","surfaced_road_good",NA,NA,"no",NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"government",NA,"yes",NA,"1444821417904.jpg","yes",NA,"1444821449737.jpg",8,NA,"1444821469808.jpg",0,"running_water","Overhead tank form well  for wash facilities","1444821498958.jpg","yes","yes",NA,"1444806868379.jpg",NA,NA,NA,"Inverter is available for 1 computer",NA,"_2",NA,"1444821518037.jpg","1444871666051.jpg","False","False","False","False","False","False","False","True","False",NA,NA,NA,"uuid:8bd911c5-14ad-4738-b42b-8ef974e60e2b","8bd911c5-14ad-4738-b42b-8ef974e60e2b","2015-10-15T01:32:59",NA,NA,"2015-10-06T10:15:13+05:45",NA,"None"
"501","Dk12",25,25002,2,"Dautatar","Patha  pradarshak ni ma vi","1444719322639.jpg","0001","EMIS250020001","SCHOOL EMIS250020001","True","public","True","True","True","True","False","False","False",NA,465,NA,"2015-10-13","Kamal poudel","Aashish adhikari","27.59141208 85.34935106 1427.4000244140625 4.0",27.59141208,85.34935106,1427.40002441406,4,"sunny_fair",NA,1,1,"9841470280","1444719688287.jpg","Anjan Kumar acharya",27,"principal",NA,NA,NA,NA,NA,NA,"Anjankumar3014@gmail.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,"From satdobato",NA,NA,NA,0.5,NA,NA,"From satdobato",500,"Kodku khola","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"False","False","False","False","False","True",NA,NA,NA,"valley_floor",NA,"True","False","False","False","False",NA,"1444719812620.jpg","less_than_10m","surfaced_road_good",NA,"1444719842721.jpg","no",NA,6,2,"1444719974194.jpg","False","False","False","True","False","True","False",NA,NA,NA,"Rotary club of manjushree","school",NA,"yes",NA,"1444720034750.jpg","yes",NA,"1444720044491.jpg",10,NA,"1444720107053.jpg",0,"running_water",NA,NA,"yes","yes",NA,NA,"False","False","True",NA,NA,"more_than_2","No compounds","1444720207230.jpg","1444730537223.jpg","False","False","True","False","False","False","False","False","False",NA,NA,"1444720246334.jpg","uuid:94d2b1e4-77da-4b15-bf91-da9ab6fb824f","94d2b1e4-77da-4b15-bf91-da9ab6fb824f","2015-10-16T10:29:09",NA,NA,"2015-10-06T10:15:13+05:45",NA,"None"
"502","Dk12",25,25002,2,"Dautatar","Patha  pradarshak ni ma vi","1444719322639.jpg","0001","EMIS250020001","SCHOOL EMIS250020001","True","public","True","True","True","True","False","False","False",NA,465,NA,"2015-10-15","Kamal poudel","Aashish adhikari","27.59141208 85.34935106 1427.4000244140625 4.0",27.59141208,85.34935106,1427.40002441406,4,"sunny_fair",NA,1,1,"9841470280","1444719688287.jpg","Anjan Kumar acharya",27,"principal",NA,NA,NA,NA,NA,NA,"Anjankumar3014@gmail.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,"From satdobato",NA,NA,NA,0.5,NA,NA,"From satdobato",500,"Kodku khola","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"False","False","False","False","False","True",NA,NA,NA,"valley_floor",NA,"True","False","False","False","False",NA,"1444719812620.jpg","less_than_10m","surfaced_road_good",NA,"1444719842721.jpg","no",NA,6,2,"1444719974194.jpg","False","False","False","True","False","True","False",NA,NA,NA,"Rotary club of manjushree","school",NA,"yes",NA,"1444720034750.jpg","yes",NA,"1444720044491.jpg",10,NA,"1444720107053.jpg",0,"running_water",NA,NA,"yes","yes",NA,NA,"False","False","True",NA,NA,"more_than_2","No compounds","1444720207230.jpg","1444730537223.jpg","False","False","True","False","False","False","False","False","False",NA,NA,"1444720246334.jpg","uuid:9eb1dec9-4768-4116-954f-edf2a496c326","9eb1dec9-4768-4116-954f-edf2a496c326","2015-10-17T00:35:16",NA,NA,"2015-10-06T10:15:13+05:45",NA,"None"
"595","Dk12",25,25010,3,"Tikavairab","Buddha ma vi","1444629771572.jpg","0003","EMIS250100003","SCHOOL EMIS250100003","True","public","True","True","True","True","False","False","False",NA,403,"betn_100_499","2015-10-12","Suresh khadka","Pramod rijal","27.57414572 85.31253768 1431.5999755859375 3.0",27.57414572,85.31253768,1431.59997558594,3,"sunny_fair",NA,1,1,"9841421893","1444626183367.jpg","Ram sundae khadka",8,"teacher",NA,NA,NA,NA,NA,NA,"Rasiknims@hotmail.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,5,"Ok","no",NA,"1444626310256.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"1444626323545.jpg","no",NA,NA,"False","False","False","False","False","True",NA,NA,NA,"valley_floor",NA,"True","False","False","False","False",NA,NA,"less_than_10m","surfaced_road_good",NA,NA,"no",NA,3,0,"1444626541153.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"school",NA,"yes",NA,"1444626679738.jpg","yes",NA,"1444626688480.jpg",1,NA,"1444626708266.jpg",0,"running_water",NA,"1444626726049.jpg","yes","no",NA,NA,"False","False","True",NA,NA,"_1",NA,"1444626770582.jpg","1445071794713.jpg","True","False","False","False","False","False","False","False","False",NA,NA,"1444626804352.jpg","uuid:697fbc53-cb83-457c-952c-7dae0c4d4309","697fbc53-cb83-457c-952c-7dae0c4d4309","2015-10-18T22:56:28",NA,NA,"2015-10-06T10:15:13+05:45",NA,"None"
"596","Dk12",25,25010,4,"Itahiti","Ganesh pra vi","1444633000688.jpg","0002","EMIS250100002","SCHOOL EMIS250100002","True","public","True","True","False","False","False","False","False",NA,88,"betn_50_99","2015-10-12","Suresh khadka","Pramod rijal","27.58356271 85.30783412 1493.300048828125 5.0",27.58356271,85.30783412,1493.30004882812,5,"sunny_fair",NA,1,1,"9841243021","1444633270147.jpg","Arjun khadka",27,"principal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,500,"Ok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"False","False","False","False","False","True",NA,NA,NA,"foothills",NA,"True","False","False","False","False",NA,"1444633335057.jpg","less_than_1m","unsurfaced_road_good",NA,"1444633368300.jpg","no",NA,3,0,"1444633424176.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"government",NA,NA,NA,NA,"yes",NA,"1444633540374.jpg",1,NA,"1444633565013.jpg",1,"bucket_water",NA,NA,"yes","no",NA,"1444633592759.jpg","False","False","True",NA,NA,"more_than_2",NA,"1444633604829.jpg","1445072338625.jpg","False","False","True","False","False","False","False","False","False",NA,NA,"1444633617095.jpg","uuid:b0fa4aa9-cb25-4854-add6-98817642b6cc","b0fa4aa9-cb25-4854-add6-98817642b6cc","2015-10-18T23:05:07",NA,NA,"2015-10-06T10:15:13+05:45",NA,"None"
"681","Dk12",25,25010,4,"Itahiti","Ganesh pra vi","1444633000688.jpg","0002","EMIS250100002","SCHOOL EMIS250100002","True","public","True","True","False","False","False","False","False",NA,88,"betn_50_99","2015-10-12","Suresh khadka","Pramod rijal","27.58356271 85.30783412 1493.300048828125 5.0",27.58356271,85.30783412,1493.30004882812,5,"sunny_fair",NA,1,1,"9841243021","1444633270147.jpg","Arjun khadka",27,"principal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,500,"Ok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"False","False","False","False","False","True",NA,NA,NA,"foothills",NA,"True","False","False","False","False",NA,"1444633335057.jpg","less_than_1m","unsurfaced_road_good",NA,"1444633368300.jpg","no",NA,3,0,"1444633424176.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"government",NA,NA,NA,NA,"yes",NA,"1444633540374.jpg",1,NA,"1444633565013.jpg",1,"bucket_water",NA,NA,"yes","no",NA,"1444633592759.jpg","False","False","True",NA,NA,"more_than_2",NA,"1444633604829.jpg","1445072338625.jpg","False","False","True","False","False","False","False","False","False",NA,NA,"1444633617095.jpg","uuid:b7070ad3-8dea-4fce-9571-cbd6ebd97662","b7070ad3-8dea-4fce-9571-cbd6ebd97662","2015-10-19T13:07:29",NA,NA,"2015-10-06T10:15:13+05:45",NA,"None"
"682","Dk12",25,25010,2,"Bistagaun","Chhampi Devi uchha ma vi","1444639411939.jpg","0004","EMIS250100004","SCHOOL EMIS250100004","True","public","True","True","True","True","True","False","False",NA,300,"betn_100_499","2015-10-12","Suresh khadka","Pramod kumar rijal","27.6018741 85.31278723 1389.800048828125 3.0",27.6018741,85.31278723,1389.80004882812,3,"sunny_fair",NA,1,1,"9841448953","1444640881115.jpg","Murat gautam k c",35,"principal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,500,"Ok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"False","False","False","False","False","True",NA,NA,NA,"plain",NA,"True","False","False","False","False",NA,"1444639647205.jpg","less_than_1m","unsurfaced_road_good",NA,"1444639697436.jpg","no",NA,3,0,"1444639726272.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"government",NA,"yes",NA,"1444639745532.jpg","yes",NA,"1444639752199.jpg",3,NA,"1444644968021.jpg",0,"running_water",NA,NA,"yes","yes",NA,NA,"False","False","True",NA,NA,"_1",NA,"1444639826896.jpg","1444960646339.jpg","False","False","True","False","False","False","False","False","False",NA,NA,"1444639846131.jpg","uuid:a02dc825-f8e0-4cbc-b641-e9c56b83b0a6","a02dc825-f8e0-4cbc-b641-e9c56b83b0a6","2015-10-19T13:24:53",NA,NA,"2015-10-06T10:15:13+05:45",NA,"None"
